date,job_id,name,flavor,billed_min,cost_usd,mesures_file,what
2026-09-02,6a97b8430718b0f6d890fbb2,a3-banc-occupation-2,l40sx1,4,0.12,a3-occupation-banc-2026-09-01.txt,A3 RENDU - les 8 bras JUSTES (5 bit-exacts sur 1105920 lignes sk1 bit-exact sur 921600 + f64 1.4e-8 sur les 184320 scindees sk2 f64 2.0e-8 persall bit-exact) - gate Δ/t_ref avec t_ref = planes14 fuse re-mesure 4.565 ms : pad -0.14 pc [-0.52;-0.08] mr2 -10.45 mr4 -24.62 mr2p -9.85 pers +1.56 [+1.01;+1.86] sk1 -1.87 sk2 -9.87 → AUCUN bras portable ne passe (point de courbe pas de port) - persall +26.36 pc [+25.31;+26.61] PASSE mais bras de banc : borne de la geometrie (1.2 ms sur 4.565) - sous-remplissage o/down REFUTE comme mecanisme (sk1 remplit la grille et ne gagne rien) - table 3 bras reproduit F2 (Planes14 2.16x)
2026-09-02,6a97ea8e0718b0f6d8910460,m2-attribution-4b,l40sx1,72,2.17,m2-attribution-4b-2026-09-02.txt,"attribution MMLU par type de projection : 11 bras apparies, les 7 ecarts resolus, gate 5.18 / up 4.94 / v 4.48 pp ; controle bas 55.59 et controle haut 70.32 a 2280/2280 picks ; le prior k_proj/attention est refute, le MLP porte la chute ; aucune cible ne se sert en f16 sous AWQ donc Q5 pointe un chantier de format"
2026-09-02,6a98669821c5aa7c8364e7b4,m2b-v4bits,l40sx1,10,0.29,m2b-v4bits-2026-09-02.txt,"v_proj en int4 g128 dequantifie : MMLU 59.19 soit +3.60 pp apparie [+1.47 ; +5.79] contre +4.48 a f16, survie 80.4 pc ; cout memoire NEGATIF (5.149 contre 5.162 b/param) ; la regle du prereg a un trou et ce cas n y tombe dans aucune ligne - choix d operateur"
2026-09-04,6a9a8c90e686246ca69a0d24,m2rep-graine3-4b (lance sans le secret HF_TOKEN),l40sx1,0,0.00,,annule en SCHEDULING avant facturation - relance identique avec le secret sous 6a9a8cc1e686246ca69a0d2d
2026-09-04,6a9a8cc1e686246ca69a0d2d,m2rep-graine3-4b,l40sx1,71,2.14,m2rep-graine3-4b-2026-09-04.txt,"replique de M2 sur l artefact graine 3 de F5 : les deux controles passent (bras livre 55.17 et dump IDENTIQUE octet pour octet a mmlu-s3.csv ; tout restaure 70.32 comme dans M2) ; down 5.55 / up 4.31 / v 2.87 / gate 2.71 pp, q et k NON resolus ; v_proj retenu par la clause 2 (IC [1.11;4.68] recouvre [2.39;6.61]) mais AUCUN ecart entre tirages n est resolu et le classement de tete s inverse (gate 1e->4e, down 4e->1e) ; consequence : plafond f16 de v tombe a 2.87 donc l int4 extrapole a 2.31 pp, SOUS la porte Q5 de 3.0"
2026-09-04,6a9abb71259f8e97255de73a,m2b-graine3-4b,l40sx1,15,0.45,m2b-graine3-4b-2026-09-04.txt,"M2b rejoue sur l artefact graine 3 : v_proj int4 g128 rend 57.87 contre 55.17 soit G4 = +2.71 pp [+0.59 ; +4.93] McNemar 0.0106 - IC entierement au-dessus de zero donc ligne 1 du prereg : gain CONFIRME sur un second tirage, le chiffre servi devient une plage +2.71 a +3.60 - prediction signee juste sur le nombre ET la conclusion - mais le taux de survie f16 vers int4 vaut 94.4 pc ici contre 80.4 sur le fichier publie, donc il n est PAS une constante et le +2.31 extrapole etait un artefact - depassement declare : vague 1 finit a 5.05 sur un plafond de 5.00"
2026-09-04,6a9b40ef259f8e97255e06ff,f1-plancher-table (no embedded copy of f1floor.cu),l40sx1,0,0.01,,"mort en 16 s : la table des noyaux embarques etait gatee sur Linux et f1floor.cu n y avait pas de bras ; invisible au type-checker, a cuhcheck et a tout Mac ; corrige des deux cotes (table degatee, cuhcheck asserte chaque unite livree) et preflight.cu trouve non verifie au passage"
2026-09-04,6a9b4793e686246ca69a2ace,f1-plancher-table (point DRAM 1 Gio = 10.7x la L2),l40sx1,0,0.00,,"la garde du banc a refuse de demarrer en 6 s : la L40S porte 96 Mio de L2 et non 48 Mo, donc le point DRAM de 1 Gio n etait que 10.7x la cache contre les 20x du prereg ; deplace a 4 Gio (42.7x), alloue a zero sur la carte"
2026-09-05,6a9b4b98e686246ca69a2b20,f1-plancher-table,l40sx1,0,0.01,f1-plancher-table-2026-09-05.txt,"plancher de la table du decodeur F1, 18 s de calcul : D(8 Kio) 0.344 / D(16 Kio) 0.663 / plateau L2 4.52 ms de 128 Kio a 16 Mio (un debit, 3.2 To/s de secteurs) / DRAM 61.4 ms ; prediction signee juste sur D(4 Mio) et D(16 Kio), fausse sur Dsm(48 Kio) 5.10 contre 0.5-2 ; audit du jour : 6 blocs/SM et L1 28 Ko, bras partages confondus occupation et rechargement, distribution reelle calculee a 0 $ (16 Kio chauds = 17-21 pc) donc la table 67/9 est a 2.4-2.5x le budget F1d ; une table universelle de 16 Kio perd 0.6 pp et passe sous le budget ; aucun kill : ce banc ne decide rien (prereg §1), un kill est a l operateur sur un critere fondamental"
2026-09-05,6a9c101f259f8e97255e2d92,f1-rang-plancher,l40sx1,0,0.01,f1-rang-plancher-2026-09-05.txt,"plancher COMPILE du decodeur F1 a table universelle, 17 s de carte : decodeur verifie sur la carte contre la reference Rust (64 512 blocs, chaque coordonnee), 48 registres, 0 local ; S 0.645 / Du 2.701 / T 3.346 ms contre B 2.797 (1.20x) ; prediction signee fausse sur S (dessous), Du et T (dessus), juste sur registres ; ligne 2 du prereg : F1d s ecrit, projection ~95 tok/s au 4B (-5 pc) pour 1.36 Go, arbitrage a l operateur ; le surcout est l arithmetique (~2 ms : I2F, chaine de petites lectures), pas la table"
2026-09-05,6a9c47d5e686246ca69a409d,f1-rang-variantes,l40sx1,0,0.00,f1-rang-variantes-2026-09-05.txt,"trois arithmetiques du meme decodeur F1 (meme mot, meme table 16 Kio), six bras en un processus, 4 s de carte apres 50 min d attente : toutes egales a tv_f1r sur 30 720 lignes (V1 a delta 0, V2/V3 a 3e-7), 40 registres, 0 local ; T_v3 1.694 / T_v1 1.719 / T_v2 3.444 ms contre T 3.334 et B 2.797 : SANS conversion entier->flottant le decodeur F1 passe 1.1 ms SOUS Planes14 (0.61x B) ; la chaine de petites lectures ne coutait rien (V2 +0.11) ; prediction signee fausse dans le sens instructif (Du_v3 1.05 < 1.3) ; ligne du prereg : F1d prend v3 (v1 equivalent a 0.025 ms) ; projection ~113 tok/s au 4B (+12 pc) pour 1.36 Go, estime"
2026-09-06,6a9d3b3d259f8e97255e6403,tetra-4b-bench (hf CLI absent de l image),l40sx1,0,0.01,,"mort en 16 s sur hf: command not found — l image de mesure porte les binaires Rust et pas le CLI hf ; corrige en faisant passer les deux fichiers scelles par le bucket au lieu d un telechargement dans le job"
2026-09-06,6a9d3bfce686246ca69a5439,tetra-4b-bench,l40sx1,26,0.78,tetra-4b-2026-09-06.txt,"le banc de qualite a quatre bras, une carte, un harnais, memes empreintes : f16 12.2369 / AWQ 13.5207 / Planes14 16.9422 / Tetra 16.1569 en perplexite, et 70.32 / 70.04 / 55.59 / 53.49 en MMLU micro ; les deux bras de reference rejouent leurs valeurs publiees au centieme donc le harnais n a pas bouge ; Tetra rend 2.764 b/param contre 5.162 (÷1.87) pour un disque identique, une perplexite MEILLEURE de 4.64 pc et 2.10 pp de MMLU en moins ; en exces de log-vraisemblance 0.2779 nats contre 0.3254 pour le format servi et 0.3171 pour QTIP, soit 12.4 pc mieux que QTIP la ou le depot etait 2.6 pc moins bon ; prediction signee fausse sur le signe de la perplexite, juste sur le MMLU ; le controle 0 a echoue (l encodeur ne reproduit plus le fichier publie depuis le 2026-08-26) et l ecart contient le format ET cette derive"
2026-09-06,6a9d975de686246ca69a5f82,tetra-8b-bench,l40sx1,30,0.90,tetra-8b-2026-09-06.txt,"Tetra au 8B, trois bras en un processus, memes empreintes : f16 8.9899 / Planes14 10.9682 / Tetra 11.0478 en perplexite, 65.52 / 61.61 en MMLU micro ; le bras publie rejoue ses valeurs donc le harnais n a pas bouge ; la memoire tient (5.3220 -> 3.0672 b/param, ÷1.735, contre ÷1.867 au 4B parce que l embedding delie pese 15.2 pc au lieu de 9.7) mais la qualite s inverse : la perplexite passe de MEILLEURE de 4.64 pc au 4B a PIRE de 0.73 pc au 8B, l exces de log-vraisemblance de 0.854 a 1.036 du format servi, et le MMLU de -2.10 a -3.91 pp, cette fois resolu a ~3.5 SE ; la ppl mesuree pendant l encodage sur Metal en f32 (x1.2287 contre x1.2201) predit la ppl carte en f16 (x1.2289 contre x1.2201) a la quatrieme decimale ; DEFAUT DE PROTOCOLE : aucun prereg, donc faits bruts et aucune porte ; controle 0 non fait, l ecart contient le format ET la derive d encodeur ET le fait que le 8B publie a ete quantifie sur carte quand Tetra l a ete sur Metal"
2026-09-06,6a9dc052e686246ca69a6695,q5-tetra-chantier1,l40sx1,20,0.60,q5-tetra-2026-09-06.txt,"chantier 1, Q5 rejoue sur Tetra : quatre bras dans un processus, meme fichier, meme empreinte, avec les dumps par question ; T0 53.49 (rejoue le banc au centieme), v_proj f16 58.10 (+4.62 [+2.33 ; +6.93]), v_proj int4 g128 56.95 (+3.47 [+1.42 ; +5.57]), attention entiere int4 58.48 (+4.99 [+2.18 ; +7.90]) ; les trois ecarts resolus, McNemar 5.0e-6 / 8.6e-5 / 3.9e-8 ; l attribution TRANSPOSE de Planes14 a Tetra, survie 0.751 stratifiee et 0.918 non ponderee contre 0.804 et 0.944 sous Planes14 ; rendement 70.4 pp par b/param pour v_proj seul contre 3.4 pour l increment vers l attention entiere ; contre le format servi, Tetra+v int4 fait 56.95 pour 2.8138 b/param contre 55.59 pour 5.1619, soit qualite au moins egale pour 55 pc de la memoire ; premiere ligne du prereg 5, option B arbitree par l operateur, integration du code sans reencodage"
2026-09-07,6a9e08bc259f8e97255e8fc2,leech0c13-eval,l40sx1,11,0.33,leech0c13-2026-09-07.txt,"chantier 3, le codebook du papier encode chez nous : leech0c13 rend ppl 19.6093 et MMLU 54.67 contre Tetra 16.1569 et 53.49, a DEBIT IDENTIQUE (2.0702 des deux cotes, 48 bits par bloc, 383 classes) ; apparie contre Tetra +1.19 pp IC95 [-1.54 ; +3.98] McNemar p=0.79, contre Planes14 publie -0.92 pp IC95 [-3.55 ; +1.78] : les deux contiennent zero, donc les trois bras maison sont indiscernables en MMLU pendant que leurs perplexites couvrent 21.5 pc d etendue ; troisieme ligne du prereg 5, LE CODEBOOK EST INNOCENTE, l ecart de 5.1 pp au papier est notre pipeline (volume x95, corpus, rotation) ; prediction signee JUSTE (53 a 57, centre 55, mesure 54.67) ; la ppl d encodage f32 sur Metal (19.6243) predit la ppl carte f16 (19.6093) a 0.08 pc, troisieme confirmation ; encodage 3 h 55 sur le Mac a 0 \$"
2026-09-07,6a9e49b1259f8e97255e9a24,volume-v96 (OOM),rtx-pro-6000x2,3,0.26,volume-2026-09-07.txt,"le volume de calibration du papier ne tient sur AUCUNE carte louable : quantize_model garde toutes les fenetres residentes sur l accelerateur et les fait avancer bloc par bloc, donc 21.0 Mo par fenetre et 128.8 Go de hidden a x96 contre 96 disponibles ; mort apres le tokenisage, avant le premier bloc ; le corpus n etait PAS la contrainte, le job imprime 7960 fenetres disponibles pour 6144 demandees ; notre volume de 131 072 tokens n a jamais ete un choix mesure, c est un point jamais pousse"
2026-09-07,6a9e49b1259f8e97255e9a26,volume-v1c,rtx-pro-6000x2,62,5.68,volume-2026-09-07.txt,"temoin de device a volume constant : meme modele, meme corpus, memes 131 072 tokens que le Tetra du 09-06, seule la machine change ; ppl 17.6681 contre 16.1569 sur Metal soit +9.35 pc, MMLU 52.31 contre 53.49 soit -1.18 pp ; c est le confondant ouvert depuis le journal du 8B, calib.rs accumule AtA en f32 sur l accelerateur ; consequence retroactive : au 8B Planes14 etait encode sur carte et Tetra sur Metal, donc a device egal le deficit de Tetra au 8B est PLUS grand que publie"
2026-09-07,6a9e4e31e686246ca69a759e,volume-v32,rtx-pro-6000x2,148,13.60,volume-2026-09-07.txt,"le volume de calibration x32, 4 194 304 tokens contre 131 072 : ppl 15.8620 et MMLU 55.29 contre 17.6681 et 52.31 pour le temoin a volume constant sur la meme carte, soit +2.98 pp IC95 [+0.15 ; +5.81] McNemar p=0.0284 RESOLU et -10.2 pc de perplexite, pour ZERO bit ; deuxieme ligne du prereg a 0.02 pp pres (seuil +3.0), mais sa description parlait de bruit et l IC exclut zero, donc le banc a distingue ; le seuil avait ete ecrit pour x96 et le bras a tourne a x32 ; mort en Job timeout apres 148 min contre un plafond de 120 pose sur une estimation fausse d un facteur 1.7, tout le travail etait fait et rien n est perdu"
2026-09-07,6a9e82f6e686246ca69a7a41,q5-sur-v32,l40sx1,11,0.32,q5-sur-v32-2026-09-07.txt,"la combinaison volume x precision, deux bras sur le MEME fichier V32 : nu 55.22 (rejoue le 55.29 de l autre carte a 0.07 pp) et v_proj int4 57.17, soit G = +1.95 pp IC95 [-0.01 ; +3.93] McNemar p=0.0006 ; deuxieme ligne du prereg, sous-additivite franche ; LE CHIFFRE UTILE : Q5 rend +3.47 pp sur base Tetra et +1.95 sur base V32, donc la sous-additivite entre calibration et precision vaut 0.562, plus sous-additif que tout ce qui etait connu (0.618 a 0.907 pour des empilements de precision entre eux), et la cause est mecanique — une meilleure hessienne quantifie deja mieux v_proj ; prediction signee JUSTE a 0.05 pp du centre ; V32+Q5 rend 57.17 pour 2.8138 b/param contre 55.59 pour 5.1619 au format servi"
2026-09-07,6a9ea58ae686246ca69a7f67,m1-rho,l40sx1,13,0.38,m1-rho-2026-09-07.txt,"M1, le correctif radial applique aux echelles de ligne sans reencodage : bras A (toutes les echelles x rho_global 0.929234) rend MMLU 55.14 contre 53.49, soit +1.65 pp IC95 [-0.18 ; +3.54], et degrade la perplexite de 9.54 pc ; bras B (chaque echelle x son rho_i) DETRUIT le modele a 28.11 de MMLU (le hasard est a 25.0) et 67.5 de ppl, tout en etant MEILLEUR sur l objectif ||dW||^2 ; la cause est une faute de formule de l auteur du prereg, la ligne decodee est AFFINE en rho et non lineaire car la queue KeepExact n est pas mise a l echelle ; rho reel 0.929234 contre 0.960745 sur blocs simules, donc le biais est de 7.1 pc et non 3.9 ; prediction signee FAUSSE sur les deux bornes"
2026-09-07,6a9ebebee686246ca69a830a,m1b-rho-exact,l40sx1,6,0.19,m1-rho-2026-09-07.txt,"M1b, le bras par ligne avec la formule exacte rho_tilde = <w-T,B>/<B,B> : MMLU 55.09 contre 55.14 pour le constant global, soit -0.04 pp IC95 [-1.17 ; +1.05] et McNemar p = 0.922 avec seulement 4.6 pc de questions discordantes ; 1 105 920 optima par ligne et UN SEUL NOMBRE rendent le meme modele, donc l axe ligne du chantier 14 est clos sur un constant ; la formule exacte fait tomber sd(rho) de 0.035584 a 0.015761 et le minimum de 0.261051 a 0.706148, et toute l anomalie gate_proj de M1 (sd 0.059 contre 0.010 ailleurs) etait la queue ; prediction signee JUSTE"
2026-09-08,6a9f0ee6e686246ca69a8e9a,dclm-x32,rtx-pro-6000x2,147,13.50,dclm-2026-09-07.txt,"le corpus de calibration du papier, DCLM-edu, encode chez nous au volume x32 contre V32 (C4, meme volume, meme carte, meme code, une seule variable) : ppl 16.1984 contre 15.8620 soit +2.12 pc, MMLU 54.74 contre 55.29 soit -0.55 pp IC95 [-3.21 ; +2.13] et McNemar p=0.347, le controle non pondere etant de SIGNE OPPOSE (+1.05) ; les deux IC contiennent zero, LE CORPUS N EXPLIQUE RIEN ; la moitie du mecanisme s est pourtant produite, la perplexite se degrade de 2.12 pc dans la fourchette predite, donc le deplacement de domaine est reel mais il n achete pas de MMLU ; cinquieme dissociation du dossier et la premiere qui joue CONTRE l hypothese qui l invoquait ; les trois causes externes de l ecart au papier sont epuisees (codebook suspendu, volume 58 pc au mieux, corpus rien) et il reste la mecanique du pipeline ; prediction signee a moitie juste, fausse sur le MMLU et juste sur la perplexite"
2026-09-08,6aa0117132d5d0c22c5ad753,tetra48-tuerie (exit 127),l40sx1,0,0.01,tetra48-tuerie-2026-09-08.txt,"mort en ~20 s : hf jobs run a avale le -lc de son parseur d options et bash a lu la chaine entiere comme un nom de fichier (inspect_job rend command=['bash','mkdir -p ...']) ; corrige en passant par run_job() avec la commande en liste, la route que ops/run.py prend depuis toujours"
2026-09-08,6aa01601900620b5c77e257c,tetra48-tuerie (NVRTC),l40sx1,0,0.01,tetra48-tuerie-2026-09-08.txt,"mort en ~20 s sur NVRTC_ERROR_COMPILATION, cannot open source file llvq_f1rank_v3.cuh : llvq_tetra48.cuh portait un #include INCONDITIONNEL la ou tout l arbre ecrit #ifndef ; clang++ a un systeme de fichiers et le resolvait en silence, NVRTC n en a pas ; classe fermee, cuhcheck refuse desormais tout include non garde sur les 33 sources"
2026-09-08,6aa0397b32d5d0c22c5addbf,tetra48-tuerie (garde arch),rtx-pro-6000,0,0.02,tetra48-tuerie-2026-09-08.txt,"mort en ~20 s sur tv_nullk: compiled for sm_120, not sm_89 : gpu.rs testait une EGALITE la ou le PTX est compatible vers l avant ; compute_120 impossible, l image est CUDA 12.4 et sm_120 arrive en 12.8 ; corrige en ordre binary >= compiled_for, predicat sorti du cfg(linux) et 3 mutants tues"
2026-09-08,6aa01d85900620b5c77e27bd,tetra48-tuerie (L40S en file),l40sx1,0,0.00,tetra48-tuerie-2026-09-08.txt,"ANNULE EN FILE apres 99 min sans jamais demarrer, au-dela du maximum historique de 50 min ; started=None donc jamais facture ; remplace sur go operateur par un job parallele rtx-pro-6000 qui a rendu en 46 s"
2026-09-08,6aa063a6900620b5c77e389c,tetra48-tuerie,rtx-pro-6000,0,0.02,tetra48-tuerie-2026-09-08.txt,"LA TUERIE EST ROUGE : R = (v3g-nullk)/(planes14-nullk) = 1.4693 IC [1.4585 ; 1.4812] contre une porte rouge a 1.4585 >= 0.90, prediction signee 0.63 FAUSSE ; Planes14 lit 2.322x plus d octets et va 1.47x plus vite, 507 Go/s contre 183 ; le cout de SERVIR etait juste (v3g-f1r_v3 = 0.184 ms contre +0.18 predits) donc l erreur est le decodage face a un Planes14 MESURE au lieu de TRANSPORTE ; tous les controles verts, 40 registres 0 local, controle 8 a 5.31e-8 : le noyau est JUSTE et LENT ; mesure sur sm_120, la L40S de reference est en vol"
2026-09-09,6aa15b57900620b5c77e6e55,f1-plancher-blackwell,rtx-pro-6000,1,0.01,tile-sweep-2026-09-09.txt,"le plancher de la table rejoue sur Blackwell : D(8 Kio) 0.344 -> 0.280 et D(16 Kio) 0.663 -> 0.404, rapport 16/8 TOMBE de 1.93 a 1.44 et le point 64 Mio de 10.59 a 3.59 ; la table est PLUS RAPIDE a toutes les empreintes donc H1 (capacite L1) et H2 (cadence) sont REFUTEES ; prediction signee 3.7 dans [2.8 ; 5.2] FAUSSE et inversee ; le banc mesure les lectures SEULES et son avertissement le dit, la question posee n etait pas la bonne"
2026-09-09,6aa16436900620b5c77e7103,tile-sweep-rtx,rtx-pro-6000,1,0.03,tile-sweep-2026-09-09.txt,"LA TUILE VOLAIT SA L1 A LA TABLE : TILE_BLOCKS 128/64/32 sur Blackwell, R = 1.4643 / 1.4472 / 0.8491 ; Tetra passe de 2.490 a 1.449 ms de tete soit -41.8 pc pendant que Planes14 ne bouge pas (+0.4) ; partagee et L1 sont le meme SRAM, la tuile en reserve 73728 o sur 102400 et il ne reste que 28.7 Ko pour une table qui en veut 18 ; a 32 il reste 84 Ko ; l occupation ne bouge pas (6 CTA/SM aux trois tuiles, les registres plafonnent) ; ZERO bit, ZERO qualite, sortie bit-identique ; l option M3 etait chiffree -0.10 a -0.30 ms et pour la mauvaise raison, mesuree -1.041"
2026-09-09,6aa16562900620b5c77e7141,tile-sweep-l40s,l40sx1,1,0.02,tile-sweep-2026-09-09.txt,"LA TUILE GAGNE SUR LES DEUX CARTES MAIS PAS AU MEME POINT : L40S R = 0.5784 / 0.4668 / 0.4704 aux tuiles 128/64/32, optimum a 64 (-19.3 pc) et Tetra devient x2.14 plus rapide que Planes14 ; Blackwell optimum a 32 (-42.0 pc) ; Planes14 ne bouge que de -2.8 pc au mieux, le gain est entierement pour Tetra ; les deux cartes ont la MEME partagee par SM (102400 o) donc ce n est pas la capacite mais le decoupage L1/partagee du pilote ; consequence : TILE_BLOCKS a une valeur PAR ARCHITECTURE, decision d operateur, et elle touche Planes14 autant que Tetra"
2026-09-09,,etape 6.0 encodage Tetra+Q5,mac,0,0.00,tetra-q5-encodage-2026-09-09.txt,"L OBJET SERVI EXISTE : 1 794 564 765 o, format v5, 252 matrices dont 36 en int4 g128, verify_artifact 3 633 315 840 poids identiques bit pour bit, 1 h 58 sur le Mac a 0 $ ; prediction signee 2 sur 5 : duree hors plage (197 s/bloc contre 245, les v_proj ne voient ni GPTQ ni le reseau), taille fausse d un facteur 10 (+24.0 Mo contre +0.5 a +2.5 predits, une multiplication oubliee) et PERPLEXITE DANS LE MAUVAIS SENS (x1.334 contre x1.3203, environ +1 pc) la ou je predisais une amelioration ; SIXIEME DISSOCIATION : Q5 achete +3.47 pp de MMLU et paie 1 pc de ppl, meme forme que le radial de M1 ; la ligne disque <= aujourd hui de F1e est definitivement morte"
2026-09-10,6aa1ebf421047bf1b0371174,f1d-rtx,rtx-pro-6000,37,1.67,f1d-2026-09-10.txt,"F1d SUR BLACKWELL, TROIS TUILES DANS UN JOB : la porte t <= t(Planes14) TOMBE a la tuile servie et PASSE a l optimum de la carte. tetra48 vs planes14 = 0.82x [0.81-0.82] a 128, 0.86x a 64, 1.03x [0.99-1.07] a 32 ; a tete egale 0.84 / 0.88 / 1.03. A 32 les deux formats sont EGAUX DANS LA MESURE, l intervalle contient 1, ce n est pas Tetra plus rapide. b/poids 2.150 soit le 2.1498 du dossier reproduit, contre 4.804 pour Planes14 : Tetra lit 0.98 Go par passe contre 2.18. tv_f1r_v3g 40 registres 0 local sur sm_120. 252 sur 252 matrices appariees par nom, erreur pire 2.0e-8. Deux fichiers, un processus, rien de televerse : les deux etaient deja dans le seau. Image 2315370, preregistre et tamponne, six ecarts consignes dont un chiffre faux corrige avant le lancement"
2026-09-10,6aa1ec1d5527934177ebe813,f1d-l40s,l40sx1,61,1.81,f1d-2026-09-10.txt,"F1d SUR ADA : LA PORTE PASSE A LA TUILE SERVIE. tetra48 vs planes14 = 1.17x [1.16-1.17] a 128 et 1.34x [1.34-1.34] a 64 ; a tete f16 1.13 et 1.26. Tetra est le bras LLVQ le plus rapide du tableau, 2.54x FP16 contre 2.17x pour Planes14, en lisant 0.98 Go par passe contre 2.18 soit 2.23x moins d octets a 2.150 b/poids contre 4.804. LE RESULTAT EST RENVERSE D UNE CARTE A L AUTRE : 1.17x sur Ada, 0.82x sur Blackwell, a la MEME configuration servie ; sur Blackwell il faut la tuile 32 pour atteindre 1.03x dont l intervalle contient 1. La tuerie de la ROADMAP, plus lent pour moins d octets, est donc vraie sur une carte et fausse sur l autre. TUE AU PLAFOND de 60 min pendant le troisieme processus, deux colonnes sur trois : la saveur l40sx1 porte 8 vCPU contre 23 pour rtx-pro-6000 et la construction de planesbench est bornee par le CPU ; plafond chiffre sur l observation d une carte a 23 vCPU et lance sur une a 8, un processus par job la prochaine fois"
